연도,소속기관,협력병원명,업무협력 기간,업무협력 내용
2024,창원병원,아주대병원,2024-02-12-현재,진료활성화를 위한 진료 협약체결
2024,창원병원,이대목동병원,2024-02-12-현재,진료활성화를 위한 진료 협약체결
2024,창원병원,강북삼성병원,2024-03-01-현재,진료활성화를 위한 진료 협약체결
2024,창원병원,순천향대 서울병원,2024-03-01-현재,진료활성화를 위한 진료 협약체결
2024,창원병원,서울아산병원,2024-05-17-현재,진료활성화를 위한 진료 협약체결
2024,창원병원,창원힘찬병원,2024-08-01-현재,진료활성화를 위한 진료 협약체결
2024,창원병원,시티재활요양병원,2024-10-08-현재,진료활성화를 위한 진료 협약체결
2024,창원병원,창원외국인근로자지원센터,2024-11-18-현재,진료활성화를 위한 진료 협약체결
2024,대구병원,경북대 병원,2011-11-09-현재,환자진료 협력 등
2024,대구병원,대구가톨릭대 병원,2012-04-26-현재,환자진료 협력 등
2024,대구병원,영남대 병원,2012-05-07-현재,환자진료 협력 등
2024,대구병원,계명대 동산병원,2012-05-08-현재,환자진료 협력 등
2024,대구병원,대구파티마병원,2012-05-10-현재,환자진료 협력 등
2024,대구병원,미소가득한치과의원,2012-05-10-현재,환자진료 협력 등
2024,대구병원,현대안과 의원,2012-05-10-현재,환자진료 협력 등
2024,대구병원,성모이비인후과 의원,2012-05-16-현재,환자진료 협력 등
2024,대구병원,수성한미병원,2013-04-10-현재,환자진료 협력 등
2024,대구병원,성서한미병원,2013-04-10-현재,환자진료 협력 등
2024,대구병원,춘곡의료재단 수성메트로병원,2013-06-10-현재,환자진료 협력 등
2024,대구병원,이명수정형외과 의원,2013-06-25-현재,환자진료 협력 등
2024,대구병원,울산대학교병원,2013-07-11-현재,환자진료 협력 등
2024,대구병원,부강정형외과의원,2013-07-26-현재,환자진료 협력 등
2024,대구병원,새누리 한의원,2013-09-23-현재,환자진료 협력 등
2024,대구병원,대구보건대학병원,2013-10-01-현재,환자진료 협력 등
2024,대구병원,뉴라이프병원,2013-10-08-현재,환자진료 협력 등
2024,대구병원,한영정형외과,2015-02-04-현재,환자진료 협력 등
2024,대구병원,태전정형외과,2015-02-04-현재,환자진료 협력 등
2024,대구병원,오케이정형외과,2015-02-04-현재,환자진료 협력 등
2024,대구병원,강북카톨릭정형외과,2015-02-04-현재,환자진료 협력 등
2024,대구병원,이상재정형외과,2015-02-05-현재,환자진료 협력 등
2024,대구병원,바른정형외과,2015-02-05-현재,환자진료 협력 등
2024,대구병원,강북연합정형외과,2015-02-05-현재,환자진료 협력 등
2024,대구병원,새길정형외과,2015-02-09-현재,환자진료 협력 등
2024,대구병원,동서정형외과,2015-02-09-현재,환자진료 협력 등
2024,대구병원,이명수정형외과 의원,2015-02-09-현재,환자진료 협력 등
2024,대구병원,대구광역시 북구 강북보건지소,2015-08-05-현재,저소득층 구민에 대한 재활진료사업과 공공보건 사업등 지역 보건의료진을 위한 상호 협력 등
2024,대구병원,남산병원,2015-11-23-현재,환자진료 협력 등
2024,대구병원,의료법인 강의료재단 강병원,2015-11-23-현재,환자진료 협력 등
2024,대구병원,굿모닝신경과,2015-11-25-현재,환자진료 협력 등
2024,대구병원,혜인한의원,2015-11-26-현재,환자진료 협력 등
2024,대구병원,대구광역시 북구 보건소,2016-03-11-현재,주민주도형 보건사업 거버넌스 구축협약
2024,대구병원,국립교통재활병원,2016-05-10-현재,환자진료 협력 등
2024,대구병원,갑을구미병원,2016-06-23-현재,환자진료 협력 등
2024,대구병원,대구·경북 권역심뇌혈관질환센터,2016-09-26-현재,심뇌혈관질환 예방을 위한 교육 및 홍보 등
2024,대구병원,칠곡경북대학교병원,2017-08-24-현재,환자진료 협력 등
2024,대구병원,닥터스영상의학과의원,2018-07-26-현재,환자진료 협력 등
2024,대구병원,충남대학교병원,2019-04-15-현재,환자진료 협력 등
2024,대구병원,W병원,2019-05-22-현재,환자진료 협력 등
2024,대구병원,대구가톨릭대학교 칠곡가톨릭병원,2019-07-04-현재,환자진료 협력 등
2024,대구병원,척척병원,2021-07-09-현재,환자진료 협력 등
2024,대구병원,푸른병원,2021-08-30-현재,환자진료 협력 등
2024,대구병원,굿모닝병원,2022-12-16-현재,환자진료 협력 등
2024,대구병원,경북대학교병원,2024-10-23-현재,상급종합병원 구조전환 협력병원
2024,대구병원,칠곡경북대학교병원,2024-10-30-현재,상급종합병원 구조전환 협력병원
2024,대구병원,영남대학교병원,2024-11-14-현재,상급종합병원 구조전환 협력병원
2024,대구병원,대구가톨릭대학교병원,2024-11-19-현재,상급종합병원 구조전환 협력병원
2024,대구병원,계명대학교 동산병원,2024-11-20-현재,상급종합병원 구조전환 협력병원
2024,순천병원,센텀병원,2011-04-03-현재,"고가의료장비(MRI, CT, EMG 등) 활용, 산재환자 전달체계 운영"
2024,순천병원,순천우리병원,2012-10-12-현재,"고가의료장비(MRI, CT, EMG 등) 활용, 산재환자 전달체계 운영"
2024,순천병원,우리내과의원,2013-04-09-현재,"고가의료장비(MRI, CT, EMG 등) 활용, 산재환자 전달체계 운영"
2024,순천병원,청연우리병원,2014-06-27-현재,"고가의료장비(MRI, CT, EMG 등) 활용, 산재환자 전달체계 운영"
2024,순천병원,아나파한방병원,2014-07-11-현재,"고가의료장비(MRI, CT, EMG 등) 활용, 산재환자 전달체계 운영"
2024,순천병원,새순천한방병원,2015-01-05-현재,"고가의료장비(MRI, CT, EMG 등) 활용, 산재환자 전달체계 운영"
2024,순천병원,사랑한방병원,2015-02-16-현재,"고가의료장비(MRI, CT, EMG 등) 활용, 산재환자 전달체계 운영"
2024,순천병원,순천효자병원,2015-03-16-현재,"고가의료장비(MRI, CT, EMG 등) 활용, 산재환자 전달체계 운영"
2024,순천병원,순천은병원,2015-03-12-현재,"고가의료장비(MRI, CT, EMG 등) 활용, 산재환자 전달체계 운영"
2024,순천병원,순천생협병원,2016-06-10-현재,"고가의료장비(MRI, CT, EMG 등) 활용, 산재환자 전달체계 운영"
2024,순천병원,순천의료원,2016-08-11-현재,"고가의료장비(MRI, CT, EMG 등) 활용, 산재환자 전달체계 운영"
2024,순천병원,광양조은내과,2017-03-30-현재,"고가의료장비(MRI, CT, EMG 등) 활용, 산재환자 전달체계 운영"
2024,순천병원,우리들한방병원,2019-01-현재,"고가의료장비(MRI, CT, EMG 등) 활용, 산재환자 전달체계 운영"
2024,순천병원,플러스정형외과의원,2011-07-현재,"고가의료장비(MRI, CT, EMG 등) 활용, 산재환자 전달체계 운영"
2024,순천병원,지리산요양병원,2013-12-현재,"고가의료장비(MRI, CT, EMG 등) 활용, 산재환자 전달체계 운영"
2024,순천병원,대중병원,2019-04-25-현재,"집중재활치료 대상자 의료지원, 산재보험 재활인증 지원, 병원홍보"
2024,순천병원,호남권역재활병원,2019-05-09-현재,"집중재활치료 대상자 의료지원, 산재보험 재활인증 지원, 병원홍보"
2024,순천병원,순천한국병원,2019-05-27-현재,"집중재활치료 대상자 의료지원, 산재보험 재활인증 지원, 병원홍보"
2024,순천병원,광주수완병원,2020-11-02-현재,진료교류/협진
2024,순천병원,첨단종합병원,2020-09-29-현재,진료교류/협진
2024,순천병원,하남성심병원,2020-11-10-현재,진료교류/협진
2024,순천병원,KS병원,2020-07-08-현재,진료교류/협진
2024,순천병원,광주OK병원,2020-07-07-현재,진료교류/협진
2024,순천병원,한사랑병원,2019-현재,진료교류/협진
2024,순천병원,광주21세기병원,2019-현재,진료교류/협진
2024,순천병원,송정사랑병원,2019-현재,진료교류/협진
2024,순천병원,나주종합병원(176병상),2019-현재,진료교류/협진
2024,순천병원,광주열린병원(200병상),2019-현재,진료교류/협진
2024,순천병원,호남권역재활병원,2019-현재,진료교류/협진
2024,순천병원,의료법인 우암의료재단 첨단우암병원,2020-09-07-현재,진료교류/협진
2024,순천병원,의료법인우암의료재단 우암병원,2020-09-07-현재,진료교류/협진
2024,순천병원,조선대학교병원,2019-현재,진료교류/협진
2024,순천병원,대중병원,2019-현재,진료교류/협진
2024,순천병원,전남대병원,2019-현재,진료교류/협진
2024,순천병원,선한병원,2020-11-06-현재,진료교류/협진
2024,순천병원,화순중앙병원(298병상),2019-현재,진료교류/협진
2024,순천병원,상무병원,2019-현재,진료교류/협진
2024,순천병원,광주현대병원,2019-현재,진료교류/협진
2024,순천병원,광주희망병원,2020-10-26-현재,진료교류/협진
2024,순천병원,굿모닝병원,2020-10-20-현재,진료교류/협진
2024,순천병원,수완센트럴병원,2020-11-04-현재,진료교류/협진
2024,순천병원,광주한국병원,2019-현재,진료교류/협진
2024,순천병원,화순성심병원,2019-현재,진료교류/협진
2024,순천병원,광주병원(290병상),2019-현재,진료교류/협진
2024,순천병원,광주시티병원,2019-현재,진료교류/협진
2024,순천병원,운암한국병원,2019-현재,진료교류/협진
2024,순천병원,서광병원(140병상),2019-현재,진료교류/협진
2024,순천병원,미래로 21병원,2019-현재,진료교류/협진
2024,순천병원,목포한국병원,2019-현재,진료교류/협진
2024,순천병원,목포기독병원(600병상),2019-현재,진료교류/협진
2024,순천병원,목포중앙병원,2019-현재,진료교류/협진
2024,순천병원,김정형외과의원,2019-현재,진료교류/협진
2024,순천병원,목포정형외과의원,2019-현재,진료교류/협진
2024,순천병원,목포미래병원,2019-현재,진료교류/협진
2024,순천병원,강진의료원,2019-현재,진료교류/협진
2024,순천병원,해남종합병원,2019-현재,진료교류/협진
2024,순천병원,전남중앙병원,2019-현재,진료교류/협진
2024,순천병원,오병원,2019-현재,진료교류/협진
2024,순천병원,순천한국병원,2019-현재,진료교류/협진
2024,순천병원,순천성가롤로병원,2019-현재,진료교류/협진
2024,순천병원,광양강남병원,2019-현재,진료교류/협진
2024,순천병원,여수한국병원,2019-현재,진료교류/협진
2024,순천병원,여수제일병원,2020-05-15-현재,진료교류/협진
2024,순천병원,여수전남병원,2020-06-19-현재,진료교류/협진
2024,순천병원,여수백병원,2020-06-19-현재,진료교류/협진
2024,순천병원,광양서울병원,2020-06-01-현재,진료교류/협진
2024,순천병원,여천전남병원,2020-06-19-현재,진료교류/협진
2024,순천병원,광양사랑병원,2020-06-24-현재,진료교류/협진
2024,순천병원,순천하나병원,2020-08-18-현재,진료교류/협진
2024,순천병원,순천우리병원,2020-08-10-현재,진료교류/협진
2024,순천병원,청담병원,2023-04-12-현재,진료교류/협진
2024,순천병원,새순 한방병원,2023-05-02-현재,진료교류/협진
2024,순천병원,한솔 요양원,2023-05-25-현재,진료교류/협진
2024,순천병원,구례병원,2023-08-28-현재,진료교류/협진
2024,순천병원,지리산요양병원,2024-03-06-현재,진료협력교류
2024,순천병원,순천순정병원,2024-04-26-현재,진료협력교류
2024,순천병원,순천평화병원,2024-05-24-현재,진료협력교류
2024,순천병원,순천사랑샘,2024-10-11-현재,진료협력교류
2024,순천병원,여수애양병원,2024-10-17-현재,진료협력교류
2024,순천병원,순천센텀병원,2024-12-26-현재,고가의료장비 공동사용 협약
2024,대전병원,충남대학교병원,2001-01-05-현재,진료교류/협진
2024,대전병원,카톨릭대학교대전성모병원,2005-03-23-현재,진료교류/협진
2024,대전병원,서울대학교병원,2006-04-21-현재,진료교류/협진
2024,대전병원,민들레의료생협,2006-06-08-현재,개방의원
2024,대전병원,국군대전병원,2006-12-07-현재,학술정보교류/업무협조
2024,대전병원,충북대학교병원,2007-12-17-현재,환자교류 및 협진
2024,대전병원,공주의료원,2008-02-25-현재,환자교류 및 협진
2024,대전병원,서산의료원,2008-02-25-현재,환자교류 및 협진
2024,대전병원,천안의료원,2008-02-25-현재,환자교류 및 협진
2024,대전병원,홍성의료원,2008-02-25-현재,환자교류 및 협진
2024,대전병원,전북대학교병원,2008-03-07-현재,환자교류 및 협진
2024,대전병원,보니파시오 요양 원,2008-10-24-현재,환자교류 및 협진
2024,대전병원,건양대학교병원,2008-12-02-현재,환자교류 및 협진
2024,대전병원,대전선병원,2009-05-18-현재,환자교류 및 협진
2024,대전병원,부모사랑요양병원,2011-04-28-현재,환자교류 및 협진
2024,대전병원,대전광역시립 제2노인전문병원,2011-06-09-현재,환자교류 및 협진
2024,대전병원,한남요양병원,2011-07-19-현재,환자교류 및 협진
2024,대전병원,베스티안우송병원(화병원),2017-04-20-현재,환자교류 및 협진
2024,대전병원,고운손병원,2017-04-20-현재,환자교류 및 협진
2024,대전병원,한남요양병원,2017-04-20-현재,환자교류 및 협진
2024,대전병원,대전웰니스병원,2017-05-01-현재,환자교류 및 협진
2024,대전병원,청주수병원,2017-07-25-현재,환자교류 및 협진
2024,대전병원,청주현대병원,2017-09-26-현재,환자교류 및 협진
2024,대전병원,하나로내과,2017-12-05-현재,환자교류 및 협진
2024,대전병원,글로벌튼튼병원,2018-03-07-현재,환자교류 및 협진
2024,대전병원,웰시티요양병원,2021-07-15-현재,진료 및 정보교류 등 상호협력
2024,대전병원,마라톤정형외과병원,2021-04-22-현재,진료 및 정보교류 등 상호협력
2024,대전병원,다빈치병원,2021-04-12-현재,진료 및 정보교류 등 상호협력
2024,대전병원,연합정형외과병원,2021-04-09-현재,진료 및 정보교류 등 상호협력
2024,대전병원,대전본병원,2021-04-13-현재,진료 및 정보교류 등 상호협력
2024,대전병원,대전동부요양병원,2021-04-01-현재,진료 및 정보교류 등 상호협력
2024,대전병원,가양요양병원,2021-03-11-현재,진료 및 정보교류 등 상호협력
2024,대전병원,옥천성모병원,2021-03-23-현재,진료 및 정보교류 등 상호협력
2024,대전병원,대전한국병원,2021-03-25-현재,진료 및 정보교류 등 상호협력
2024,대전병원,대전웰니스 요양병원,2021-03-23-현재,진료 및 정보교류 등 상호협력
2024,대전병원,대청병원,2021-03-31-현재,진료 및 정보교류 등 상호협력
2024,대전병원,가톨릭병원,2021-03-25-현재,진료 및 정보교류 등 상호협력
2024,대전병원,최내과의원,2021-03-29-현재,진료 및 정보교류 등 상호협력
2024,대전병원,웰스테이요양원,2021-03-30-현재,진료 및 정보교류 등 상호협력
2024,대전병원,써지탑병원,2021-03-24-현재,진료 및 정보교류 등 상호협력
2024,대전병원,마이크로병원,2021-03-22-현재,진료 및 정보교류 등 상호협력
2024,대전병원,마이크로 요양병원,2021-03-22-현재,진료 및 정보교류 등 상호협력
2024,대전병원,현대정형외과의원,2021-03-22-현재,진료 및 정보교류 등 상호협력
2024,대전병원,효준의료재단 공주요양병원,2021-03-18-현재,진료 및 정보교류 등 상호협력
2024,대전병원,조인정형외과의원,2021-03-19-현재,진료 및 정보교류 등 상호협력
2024,대전병원,백제종합병원,2021-03-25-현재,진료 및 정보교류 등 상호협력
2024,대전병원,신탄진한일병원,2021-03-25-현재,진료 및 정보교류 등 상호협력
2024,대전병원,청주성모병원,2021-03-31-현재,진료 및 정보교류 등 상호협력
2024,대전병원,에스앤케이병원,2021-04-13-현재,진료 및 정보교류 등 상호협력
2024,대전병원,허리사랑병원,2021-04-20-현재,진료 및 정보교류 등 상호협력
2024,대전병원,대전센텀병원,2021-04-30-현재,진료 및 정보교류 등 상호협력
2024,대전병원,공주 푸르메 요양병원,2021-06-14-현재,진료 및 정보교류 등 상호협력
2024,대전병원,엔케이세종병원,2021-07-30-현재,진료 및 정보교류 등 상호협력
2024,대전병원,유웰비뇨기과의원,2021-08-27-현재,진료 및 정보교류 등 상호협력
2024,대전병원,원광대학교병원,2021-09-09-현재,진료 및 정보교류 등 상호협력
2024,대전병원,보아스 요양병원,2021-10-22-현재,진료 및 정보교류 등 상호협력
2024,대전병원,가톨릭대학교 성빈센트병원,2021-11-02-현재,진료 및 정보교류 등 상호협력
2024,대전병원,백세 요양병원,2021-12-07-현재,진료 및 정보교류 등 상호협력
2024,대전병원,계피부과의원,2023-02-10-현재,진료 및 정보교류 등 상호협력
2024,대전병원,웰본정형외과,2024-11-11-현재,진료 및 정보교류 등 상호협력
2024,대전병원,이김병원,2024-11-27-현재,진료 및 정보교류 등 상호협력
2024,태백병원,강릉 이해욱 성형외과,2007-04-27-현재,환자진료 협력  및 의학 정보교류
2024,태백병원,예일안과 의원,2007-05-01-현재,환자진료 협력  및 의학 정보교류
2024,태백병원,정대진비뇨기과의원,2007-07-21-현재,환자진료 협력  및 의학 정보교류
2024,태백병원,태백 고려의원,2008-08-08-현재,환자진료 협력  및 의학 정보교류
2024,태백병원,도계 고려의원,2008-09-24-현재,환자진료 협력  및 의학 정보교류
2024,태백병원,도계 광업소의원,2008-09-24-현재,환자진료 협력  및 의학 정보교류
2024,태백병원,강릉아산병원,2008-12-12-현재,환자진료 협력  및 의학 병원경영 정보교류
2024,태백병원,제생한의원,2010-09-13-현재,환자진료 협력  및 의학 정보교류
2024,태백병원,연세이앤피 의원,2010-11-01-현재,환자진료 협력  및 의학 정보교류
2024,태백병원,한독 의원,2010-11-01-현재,환자진료 협력  및 의학 정보교류
2024,태백병원,청솔요양병원,2011-06-02-현재,환자진료 협력  및 병원경영 정보교류
2024,태백병원,연세대 원주세브란스기독병원,2013-07-01-현재,응급의료전용헬기를 이용한 응급환자이송및 협력
2024,태백병원,한일병원,2013-07-09-현재,"MRI- CT, 근전도계(주요의료장비)"
2024,태백병원,한국병원,2013-07-09-현재,"MRI- CT, 근전도계(주요의료장비)"
2024,태백병원,고려의원,2013-07-11-현재,"MRI- CT, 근전도계(주요의료장비)"
2024,태백병원,자헤의원,2013-07-25-현재,"MRI- CT, 근전도계(주요의료장비)"
2024,태백병원,미소외과의원,2013-08-07-현재,"MRI- CT, 근전도계(주요의료장비)"
2024,태백병원,우리들의원,2013-08-07-현재,"MRI- CT, 근전도계(주요의료장비)"
2024,태백병원,"삼성외과,정형외과의원",2013-08-23-현재,"MRI- CT, 근전도계(주요의료장비)"
2024,태백병원,한마음산부인과 의원,2016-06-17-현재,환자진료 협력  및 병원경영 정보교류
2024,태백병원,김수일 신경외과,2019-05-28-현재,환자진료 및 재활치료 협력
2024,태백병원,문민규 정형외과,2019-05-28-현재,환자진료 및 재활치료 협력
2024,태백병원,가톨릭대학교성빈센트병원,2021-11-02-현재,환자 진료 및 의학정보 교류 등
2024,태백병원,삼척의료원,2023-03-23-현재,지역주민의 건강증진과 지역필수의료 보장을 위한 협력체계 구축
2024,동해병원,아주대병원,2002-08-01-현재,진료협력 및 정보교류 등 상호협력
2024,동해병원,경북대학교병원,2006-01-01-현재,진료협력 및 정보교류 등 상호협력
2024,동해병원,세브란스 병원(신촌),2006-10-30-현재,진료협력 및 정보교류 등 상호협력
2024,동해병원,서울대학교병원,2008-01-16-현재,산재환자의 효율적 진료와 신속한 재활을 위한 전원시스템
2024,동해병원,백신경외과의원,2008-10-17-현재,진료 및 정보교류 등 상호협력
2024,동해병원,한마음병원,2008-10-17-현재,"고가의료장비 활용, 산재환자 전달체계 운영"
2024,동해병원,박정형외과의원,2008-10-17-현재,"고가의료장비 활용, 산재환자 전달체계 운영"
2024,동해병원,오형균정형외과의원,2008-11-17-현재,진료협력 및 정보교류 등 상호협력
2024,동해병원,동해시장애요양원,2009-05-28-현재,진료협력 및 정보교류 등 상호협력
2024,동해병원,강원대학교병원,2010-04-05-현재,진료협력 및 정보교류 등 상호협력
2024,동해병원,강릉아산병원,2010-08-12-현재,진료협력 및 정보교류 등 상호협력
2024,동해병원,삼척 고려의원,2011-05-19-현재,진료협력 및 정보교류 등 상호협력
2024,동해병원,원플러스원 비뇨기과의원,2011-06-24-현재,진료협력 및 정보교류 등 상호협력
2024,동해병원,성모안과의원,2011-07-07-현재,진료협력 및 정보교류 등 상호협력
2024,동해병원,동해시노인요양원,2011-08-30-현재,진료협력 및 정보교류 등 상호협력
2024,동해병원,박정형외과의원,2011-12-28-현재,"고가의료장비 활용, 산재환자 전달체계 운영"
2024,동해병원,동해시보건소,2013-03-07-현재,상호 필요한 지원을 통해 지역주민의 질병예방과 치료 및 재활에 협력
2024,동해병원,누가이비인후과,2013-03-29-현재,"시설,장비,인력 활용 개방병원 협약"
2024,동해병원,원주세브란스기독병원,2013-06-10-현재,응급의료전용헬기를 이용한 응급환자이송및 협력
2024,동해병원,동해금강요양병원,2013-10-22-현재,"고가의료장비 활용, 진료 및 정보교류 등 상호협력"
2024,동해병원,원플러스원 비뇨기과의원,2014-04-01-현재,고가의료장비 활용
2024,동해병원,이해욱성형외과의원,2014-04-16-현재," 미개설 진료과 진료편의 도모, 진료 및 정보교류 등 상호협력"
2024,동해병원,한마음병원,2014-10-21-현재,"고가의료장비 활용, 진료 및 정보교류 등 상호협력"
2024,동해병원,오형균정형외과의원,2014-12-08-현재,고가의료장비 활용
2024,동해병원,동해요양병원,2016-01-26-현재,"고가의료장비 활용, 진료 및 정보교류 등 상호협력"
2024,동해병원,춘천성심병원,2018-04-03-현재,산재보험 특별진찰(소음성난청)진료 협력 
2024,동해병원,원주불로병원,2018-06-07-현재,"환자 진료와 치료 상호 협력, 의료인력 지원 "
2024,동해병원,강원특별자치도원주의료원,2019-07-29-현재,산재보험 전문재활치료 진료 협력 
2024,동해병원,강동경희대학교병원,2019-09-23-현재,산재보험 전문재활치료 활성화를 위한 업무협약
2024,동해병원,한양대 구리병원,2019-09-24-현재,진료협력 및 정보교류 등 상호협력
2024,동해병원,의료법인 강릉동인병원,2020-07-28-현재,산재보험 전문재활치료 활성화를 위한 업무협약
2024,동해병원,강원특별자치도삼척의료원,2023-02-15-현재,공공보건의료협력쳬 구축 및 상호협력
2024,동해병원,강원특별자치도삼척의료원,2023-12-06-현재,고가의료장비 활용
2024,동해병원,강릉아산병원,2024-04-08-현재,진료정보교류시스템을 이용한 진료정보교류사업 체결
2024,동해병원,강릉의료원,2024-06-03-현재,공공보건의료협력쳬 구축 및 상호협력 체결
2024,동해병원,한양대학교 구리병원,2024-06-17-현재,진료정보교류시스템을 이용한 진료정보교류사업 체결
2024,동해병원,동해이레요양병원,2024-07-05-현재,"상호 환자 의뢰,회송 및 진료정보 교류"
2024,동해병원,삼척의료원,2024-08-08-현재,협력병원인『삼척의료원과수술전심장초음파』를 통한 심장질환 진단의뢰 협력활동
2024,동해병원,경희대학교 교육협력 참조은병원,2024-08-20-현재,진료정보교류시스템을 이용한 진료정보교류사업 체결
2024,동해병원,칠곡경북대학교병원,2024-11-04-현재,진료정보교류시스템을 이용한 진료정보교류사업 체결
2024,동해병원,경북대학교병원,2024-11-14-현재,진료정보교류시스템을 이용한 진료정보교류사업 체결
2024,동해병원,라온건설㈜ (해군1함대),2024-12-03-현재,"응급환자 발생시 응급진료, 건강진단 및 작업환경측정 등"
2024,정선병원,강릉아산병원,2008-11-19-현재,영동지역 주민의 건강증진과 보건의료향상을 위한 업무협력 협약
2024,정선병원,연세대학교 원주세브란스기독병원,2013-06-10-현재,응급의료 전용헬기 환자이송 관련 업무협력 협약
2024,정선병원,강원대학교병원,2010-04-05-현재,강원권 호흡기전문질환센터 사업을 위한 상호 업무협력 협약
2024,정선병원,한내과의원,2014-06-25-현재,지역내 의료기관간 진료협력 협약
2024,정선병원,우리들의원,2014-06-25-현재,지역내 의료기관간 진료협력 협약
2024,정선병원,연세외과의원,2014-06-25-현재,지역내 의료기관간 진료협력 협약
2024,정선병원,서울가정의학과의원,2014-06-25-현재,지역내 의료기관간 진료협력 협약
2024,경기요양병원,화성중앙종합병원,2007-06-29-현재,의료발전 및 보건향상에 필요한 상호협력
2024,경기요양병원,인천중앙한방병원,2007-06-29-현재,의료발전 및 보건향상에 필요한 상호협력
2024,경기요양병원,윌스기념병원,2008-05-28-현재,의료발전 및 보건향상에 필요한 상호협력
2024,경기요양병원,인하대학교병원,2008-06-16-현재,"상호 환자 연계진료 사업, 최신 의학정보 교류 사업 등"
2024,경기요양병원,이찬수정형외과의원,2008-06-24-현재,의료발전 및 보건향상에 필요한 상호협력
2024,경기요양병원,부평신경외과의원,2008-06-26-현재,의료발전 및 보건향상에 필요한 상호협력
2024,경기요양병원,부평정형외과의원,2008-06-26-현재,의료발전 및 보건향상에 필요한 상호협력
2024,경기요양병원,희망찬병원,2009-05-28-현재,의료발전 및 보건향상에 필요한 상호협력
2024,경기요양병원,조암정형외과,2009-06-03-현재,의료발전 및 보건향상에 필요한 상호협력
2024,경기요양병원,박애병원,2010-08-18-현재,의료발전 및 보건향상에 필요한 상호협력
2024,경기요양병원,고대부속안산병원,2011-09-02-현재,"환자진료를 위한 상호협력, 의학정보교류 등"
2024,경기요양병원,기둥병원,2011-10-05-현재,의료발전 및 보건향상에 필요한 상호협력
2024,경기요양병원,안산21세기병원,2011-10-07-현재,의료발전 및 보건향상에 필요한 상호협력
2024,경기요양병원,한길외과의과의원,2011-10-07-현재,의료발전 및 보건향상에 필요한 상호협력
2024,경기요양병원,튼튼병원,2011-10-14-현재,의료발전 및 보건향상에 필요한 상호협력
2024,경기요양병원,아주대학교병원,2011-11-24-현재,"환자 진료 의뢰 및 회송, 진료 및 운영에 대한 자문 등"
2024,경기요양병원,대인의료재단 다니엘종합병원,2013-08-29-현재,"환자진료를 위한 상호협력, 병원경영 정보교류"
2024,경기요양병원,분당서울대학교병원,2015-04-01-현재,"환자진료를 위한 상호협력, 의학정보교류 등"
2024,경기요양병원,자생한방병원(남양주 원외탕전원),2016-12-09-현재,원외탕전원 시설 공동이용 협력
2024,경기요양병원,한림대학교동탄성심병원,2016-06-21-현재,"환자진료를 위한 상호협력, 의학정보교류 등"
